realSum,room_type,person_capacity,host_is_superhost,cleanliness_rating,guest_satisfaction_overall,dist
185.79975694119844,Private room,2,TRUE,10,98,3.582210844251585
194.9144619986912,Private room,5,FALSE,9,86,3.5254103004986552
176.21763111152657,Private room,2,FALSE,9,91,3.801712817590346
207.7685332336169,Private room,3,TRUE,10,97,0.9824081724298934
150.74319902776477,Private room,2,FALSE,10,99,8.869697201153345
139.29139010937644,Private room,2,FALSE,8,87,3.544664561505696
417.4067495559502,Entire home/apt,6,TRUE,10,97,3.838823653766812
135.55202393194352,Private room,2,TRUE,10,96,3.7314525410538897
260.8207908759465,Private room,2,TRUE,10,100,9.113951206307854
191.17509582125828,Entire home/apt,3,TRUE,10,98,13.62054945396812
235.58006917827427,Entire home/apt,2,TRUE,10,94,2.576319513314146
95.12012713845004,Private room,2,FALSE,9,90,3.5562896704421676
229.73730952603532,Private room,3,FALSE,10,98,9.974867072500617
208.7033747779751,Entire home/apt,2,FALSE,10,100,5.787913939105444
266.66355052818545,Entire home/apt,6,FALSE,8,87,1.1977659341124332
375.5725904459194,Entire home/apt,2,FALSE,10,100,6.998010723417212
285.36038141535005,Entire home/apt,5,FALSE,8,88,1.1880879467190442
577.4983640272973,Entire home/apt,3,FALSE,10,80,10.609089228646676
148.4060951668692,Shared room,6,FALSE,9,92,0.9327523073436862
127.60587080489856,Private room,2,TRUE,10,98,2.485257836157315
237.68346265308028,Private room,2,TRUE,10,99,4.028535232538124
116.15406188651022,Private room,3,FALSE,10,90,3.4317474648340216
95.12012713845004,Private room,2,FALSE,9,90,3.5142041180152255
113.58324763952508,Private room,4,FALSE,10,88,3.544443752849544
146.30270169206318,Private room,2,FALSE,9,91,4.362696099001016
179.72328690286994,Private room,2,TRUE,9,97,2.3107941438712323
153.08030288866036,Private room,4,FALSE,9,87,3.093521354414269
113.58324763952508,Private room,5,FALSE,10,89,3.6132871806269464
115.92035150042068,Private room,2,TRUE,10,98,9.090689165660976
295.6436384032906,Entire home/apt,6,FALSE,9,89,3.0935411495971534
160.0916144713471,Private room,2,FALSE,9,95,1.826981009246497
141.62849397027202,Private room,2,TRUE,10,99,3.984079942867289
202.86061512573616,Entire home/apt,3,FALSE,8,80,5.445712900855551
202.86061512573616,Entire home/apt,3,FALSE,10,95,5.445690468894387
185.5660465551089,Private room,2,FALSE,10,93,4.179491753270921
92.78302327755443,Private room,2,FALSE,8,88,7.037375351237348
904.6929045526782,Entire home/apt,2,FALSE,10,100,13.846346364219896
142.7970459007198,Private room,4,TRUE,9,92,4.225001129607338
170.37487145928765,Private room,2,TRUE,10,99,2.334331902550123
644.80695522109,Entire home/apt,6,TRUE,10,100,4.863902983898238
260.8207908759465,Private room,2,TRUE,10,97,0.49012413413140105
293.5402449284846,Entire home/apt,2,TRUE,10,99,5.593760344909161
147.2375432364214,Entire home/apt,2,FALSE,9,92,5.37840974846249
191.40880620734785,Private room,2,TRUE,10,99,3.022726787841901
139.29139010937644,Private room,2,FALSE,10,98,2.6235298784667016
93.95157520800224,Private room,2,FALSE,10,94,10.2053207146625
176.21763111152657,Private room,2,TRUE,9,90,5.232128070787018
177.38618304197436,Private room,2,FALSE,8,95,4.086525683735085
173.880527250631,Private room,2,FALSE,10,97,3.1993052797581947
353.60381415350093,Entire home/apt,4,FALSE,10,97,6.16360595846961
324.6237262783958,Private room,2,TRUE,9,95,0.9555807195055794
162.1950079461531,Private room,2,FALSE,10,99,3.484199876714543
347.99476488735155,Private room,2,TRUE,10,98,3.529567500279178
146.0689913059736,Private room,2,FALSE,10,99,4.931132192029575
168.2714779844816,Entire home/apt,2,FALSE,10,94,8.549955695849723
519.538188277087,Entire home/apt,6,FALSE,9,89,2.008519227245686
168.2714779844816,Private room,3,FALSE,9,90,3.213392011981708
299.14929419463397,Private room,2,FALSE,6,60,8.919735779910805
125.26876694400298,Private room,2,FALSE,9,93,8.547444729969374
322.5203328035898,Private room,4,TRUE,10,93,4.297696377388108
458.0723567355333,Entire home/apt,5,FALSE,8,84,2.743768870103757
172.7119753201832,Entire home/apt,2,FALSE,10,100,3.1333750963778795
109.14275030382348,Private room,2,FALSE,10,94,3.8393949484260967
173.880527250631,Private room,2,FALSE,10,96,3.6801581192766166
196.083013929139,Entire home/apt,2,FALSE,10,93,8.367344971952448
125.26876694400298,Private room,2,FALSE,10,100,3.3478494431745887
134.6171823875853,Private room,2,TRUE,10,96,2.5263170218925435
287.9311956623352,Entire home/apt,4,TRUE,10,95,3.1373937726447516
345.4239506403664,Entire home/apt,3,FALSE,9,93,2.3241826582639065
391.9323174721884,Private room,4,FALSE,10,100,6.559578193552666
243.52622230531924,Entire home/apt,3,FALSE,7,78,5.649863029487457
202.86061512573616,Entire home/apt,2,TRUE,10,97,5.241034244257978
654.6227914368513,Entire home/apt,6,TRUE,9,94,2.700664451436235
194.68075161260165,Entire home/apt,3,FALSE,9,93,5.40840179509002
276.946807516126,Entire home/apt,2,FALSE,9,97,7.262027797948773
244.69477423576703,Private room,2,FALSE,10,99,6.944211563411395
220.15518369636345,Entire home/apt,2,TRUE,10,97,3.510684094360947
150.74319902776477,Private room,2,FALSE,10,95,6.818861654150153
141.39478358418248,Private room,2,FALSE,8,92,7.460010816229643
179.4895765167804,Private room,2,TRUE,10,97,13.627397780281434
197.2515658595868,Private room,4,FALSE,9,91,7.93235038753094
184.3974946246611,Entire home/apt,2,TRUE,10,97,5.679778981668202
95.12012713845004,Private room,2,FALSE,9,88,3.492282374356801
229.73730952603532,Private room,2,FALSE,9,90,1.0263532872526202
143.73188744507806,Shared room,6,FALSE,9,91,0.9866425112242028
143.73188744507806,Shared room,4,FALSE,10,93,0.8673269455287196
143.73188744507806,Shared room,6,FALSE,9,92,0.8424031011461497
109.14275030382348,Private room,2,FALSE,7,92,2.844810633492643
162.42871833224268,Private room,2,FALSE,10,94,0.5918965421460411
695.7558193886135,Entire home/apt,6,TRUE,10,95,4.297712221377252
231.84070300084133,Entire home/apt,4,FALSE,10,99,2.3705161739534755
147.2375432364214,Private room,3,TRUE,10,99,4.673480926335584
301.7201084416191,Entire home/apt,3,FALSE,10,100,3.898491411293649
81.33121435916611,Shared room,2,TRUE,10,99,6.0373883480162265
209.8719267084229,Entire home/apt,2,TRUE,10,99,7.822139998563558
91.61447134710666,Private room,2,FALSE,8,90,3.250577442825674
155.41740674955594,Private room,5,TRUE,10,95,1.432802023203618
226.23165373469195,Entire home/apt,5,FALSE,10,99,9.407124609531134
162.42871833224268,Entire home/apt,2,FALSE,10,96,1.045953020134923
204.02916705618395,Private room,2,TRUE,10,99,5.135357439843829
197.2515658595868,Private room,2,TRUE,10,98,2.4767013205140267
192.34364775170607,Private room,2,FALSE,10,97,4.323373204374394
125.26876694400298,Shared room,4,FALSE,9,90,7.872749319870672
197.2515658595868,Entire home/apt,2,FALSE,10,98,3.656613998150553
324.6237262783958,Entire home/apt,2,TRUE,9,96,7.956032514317922
218.05179022155744,Private room,2,TRUE,10,99,8.679772166565556
125.03505655791342,Private room,2,FALSE,10,97,5.68612411054115
276.0119659717678,Entire home/apt,4,TRUE,10,98,3.3032638019535856
173.880527250631,Private room,2,FALSE,9,96,8.273855852573549
179.72328690286994,Private room,2,TRUE,9,89,4.934291209741834
379.31195662335233,Entire home/apt,2,TRUE,10,99,2.669394504227379
161.02645601570532,Private room,2,TRUE,10,98,2.7206269584801492
388.4266616808451,Entire home/apt,4,TRUE,10,98,1.9955318176439103
197.2515658595868,Private room,3,FALSE,10,97,6.137346375354338
138.12283817892865,Private room,6,FALSE,7,87,8.039123785718775
156.58595868000373,Private room,2,FALSE,9,93,4.179012602626603
102.13143872113676,Private room,2,TRUE,10,99,9.043917161958676
169.4400299149294,Private room,2,FALSE,10,98,2.5994206059901503
128.77442273534635,Private room,2,TRUE,10,97,8.087902796255856
161.02645601570532,Private room,3,TRUE,10,97,5.806023049957286
261.05450126203607,Entire home/apt,4,FALSE,8,88,2.291712747175713
652.0519771898663,Entire home/apt,6,TRUE,10,94,2.543832486976879
624.0067308591193,Entire home/apt,5,FALSE,9,93,6.838690462780256
115.92035150042068,Private room,2,FALSE,8,88,3.5744783486867244
725.9044591941665,Entire home/apt,6,FALSE,10,83,2.85872449214352
660.9329718612695,Entire home/apt,3,FALSE,10,96,5.17533387428163
247.03187809666255,Private room,2,TRUE,10,96,5.6003464606554765
797.6535477236607,Entire home/apt,6,FALSE,10,100,16.45966648587442
131.11152659624193,Private room,2,FALSE,9,92,8.345457695067937
164.5321118070487,Private room,2,TRUE,10,96,5.878880787026337
133.21492007104794,Private room,5,FALSE,6,70,4.211201593566701
185.79975694119844,Private room,2,FALSE,10,94,6.433552910035798
150.74319902776477,Private room,2,FALSE,8,98,3.939901827910582
611.1526596241937,Entire home/apt,5,FALSE,9,94,2.888632626739685
132.04636814060015,Private room,2,FALSE,9,89,8.404236915478588
211.97532018322892,Entire home/apt,2,FALSE,9,86,3.2777362783333004
162.42871833224268,Private room,2,TRUE,10,98,3.770312785878763
588.0153314013274,Entire home/apt,6,FALSE,9,96,3.75566356280553
243.52622230531924,Entire home/apt,4,FALSE,10,100,8.943874036454481
309.6662615686641,Entire home/apt,2,FALSE,10,100,2.929537974279937
254.97803122370755,Entire home/apt,2,FALSE,10,99,9.601650438480611
128.54071234925678,Private room,2,FALSE,9,89,8.399761166334264
128.54071234925678,Private room,2,FALSE,10,99,3.3219417377363794
155.41740674955594,Private room,2,TRUE,10,99,4.172592065053393
301.48639805552955,Entire home/apt,2,FALSE,10,95,3.4954533520809292
208.7033747779751,Private room,3,FALSE,10,94,2.761118915010837
317.61241469570905,Entire home/apt,6,FALSE,10,95,5.018951042452162
150.74319902776477,Private room,2,TRUE,10,100,3.10864882251984
644.80695522109,Entire home/apt,6,TRUE,10,99,4.67220805467244
345.4239506403664,Private room,4,FALSE,10,97,6.137921540824052
333.9721417219781,Entire home/apt,2,TRUE,9,97,1.243426235286945
289.8008787510517,Entire home/apt,2,FALSE,9,97,3.041486129189937
129.94297466579414,Private room,2,FALSE,10,99,3.486255900540693
125.03505655791342,Private room,2,TRUE,10,98,4.828162097193729
229.50359913994575,Private room,2,TRUE,10,100,2.1856979735673643
263.1578947368421,Private room,2,TRUE,10,100,2.09669863719773
424.418061138637,Entire home/apt,4,FALSE,10,100,9.46251824154201
169.20631952883986,Private room,2,FALSE,10,95,2.7120612567824747
191.40880620734785,Entire home/apt,4,FALSE,9,95,6.1510268306527784
539.1698607086098,Entire home/apt,2,TRUE,10,98,2.6490662744108175
160.0916144713471,Private room,2,TRUE,9,98,3.3270722553847714
160.0916144713471,Private room,4,TRUE,10,99,0.9827909895225798
133.21492007104794,Private room,2,TRUE,9,96,4.533610975844433
249.13527157146865,Private room,3,FALSE,9,96,3.5283959018562814
330.70019631672426,Entire home/apt,4,FALSE,10,96,4.890670122055744
266.4298401420959,Private room,3,FALSE,10,100,3.165100076664508
115.92035150042068,Private room,2,TRUE,10,100,7.706587097328004
208.46966439188552,Private room,4,TRUE,10,94,4.790686584102074
301.48639805552955,Entire home/apt,4,TRUE,10,98,3.612743438586708
301.48639805552955,Entire home/apt,4,TRUE,10,98,3.4623528710278584
150.74319902776477,Private room,5,TRUE,10,99,2.8740071217663448
176.21763111152657,Private room,2,TRUE,10,98,8.76011331098718
277.18051790221557,Entire home/apt,4,TRUE,9,100,8.3696448677758
149.57464709731698,Private room,2,FALSE,10,96,4.7550733631834285
359.4465738057399,Entire home/apt,4,TRUE,10,97,2.898768568919717
156.58595868000373,Private room,2,TRUE,10,98,4.675535719191737
263.1578947368421,Entire home/apt,2,FALSE,9,93,2.5074745348605147
127.60587080489856,Private room,2,TRUE,10,98,3.200432848811535
324.6237262783958,Entire home/apt,2,FALSE,10,98,9.426713850372687
127.60587080489856,Private room,2,FALSE,10,98,5.982445500396894
213.37758249976628,Private room,2,TRUE,10,98,5.486581078607373
118.25745536131625,Private room,2,FALSE,10,94,7.261882329742485
197.2515658595868,Private room,4,TRUE,10,98,2.543748321103773
113.81695802561464,Private room,2,FALSE,10,100,4.522813371912022
187.90315041600448,Private room,2,FALSE,10,80,7.0590731100000745
211.0404786388707,Entire home/apt,2,FALSE,10,100,7.096180103294865
280.4524633074694,Entire home/apt,4,FALSE,10,88,7.149197644820018
232.0744133869309,Private room,2,FALSE,9,89,7.584944992663319
160.0916144713471,Entire home/apt,3,FALSE,9,96,4.816082234687132
157.52080022436195,Private room,4,FALSE,9,90,2.8360047021798787
139.29139010937644,Private room,3,FALSE,9,86,2.8360164207997247
111.24614377862952,Private room,2,FALSE,10,91,1.8569893181675357
231.84070300084133,Private room,5,FALSE,9,93,10.796089061289283
148.4060951668692,Private room,2,TRUE,10,100,3.639722512635571
287.69748527624563,Entire home/apt,2,FALSE,9,86,3.462012289058824
118.25745536131625,Private room,2,TRUE,10,99,4.4003948697854245
126.2036084883612,Private room,2,TRUE,10,99,3.037563252382827
180.8918388333177,Private room,2,TRUE,9,97,8.691473288888897
220.388894082453,Private room,3,TRUE,10,98,2.9036379462089665
242.35767037487145,Private room,2,FALSE,9,94,3.3864988814431607
146.30270169206318,Private room,5,FALSE,10,93,0.7129017218128789
127.60587080489856,Private room,2,FALSE,8,88,2.7373762970032143
115.92035150042068,Shared room,2,TRUE,10,97,2.7175119716114864
115.92035150042068,Private room,2,TRUE,10,100,6.663173509695258
93.95157520800224,Private room,2,TRUE,9,98,7.893201801611143
157.75451061045152,Private room,2,TRUE,10,97,3.9252716306690303
127.60587080489856,Private room,2,TRUE,10,100,7.873413759463597
197.2515658595868,Entire home/apt,2,FALSE,9,93,4.2198660824402605
141.39478358418248,Private room,2,TRUE,10,96,3.8559108823407584
218.05179022155744,Entire home/apt,2,FALSE,10,91,2.288952818352941
218.05179022155744,Entire home/apt,2,FALSE,10,97,2.288962666647115
197.2515658595868,Private room,2,FALSE,10,89,3.560268909745165
123.39908385528652,Private room,2,TRUE,10,95,4.357242657501557
254.97803122370755,Entire home/apt,2,FALSE,9,100,8.040615146349197
237.68346265308028,Private room,4,TRUE,9,93,3.1194104587264486
263.1578947368421,Private room,4,TRUE,10,97,3.087164073694077
139.29139010937644,Private room,2,FALSE,10,96,4.54461373019338
794.381602318407,Entire home/apt,4,TRUE,9,100,3.0768755531258365
203.09432551182573,Entire home/apt,3,FALSE,10,94,7.742896075416685
462.51285407123487,Entire home/apt,4,FALSE,10,94,3.3648741848372583
462.51285407123487,Entire home/apt,4,FALSE,9,94,3.305367557456365
150.27577825558566,Private room,2,FALSE,9,93,2.8538909931195287
257.5488454706927,Private room,6,FALSE,9,87,2.7983306136544406
201.69206319528837,Private room,2,FALSE,10,98,1.0193057027750188
229.73730952603532,Entire home/apt,3,TRUE,9,95,2.077697276699988
185.79975694119844,Private room,2,FALSE,8,93,3.3022259297079093
162.1950079461531,Private room,3,TRUE,10,99,5.820562825984737
208.7033747779751,Private room,2,FALSE,10,95,8.996693813475305
339.814901374217,Entire home/apt,6,TRUE,10,100,3.746146117559489
196.083013929139,Entire home/apt,2,TRUE,10,99,8.492270298697877
167.10292605403382,Private room,2,TRUE,10,97,4.076659066014715
100.7291764045994,Private room,2,FALSE,10,100,4.330608614930728
291.203141067589,Entire home/apt,3,FALSE,9,86,7.727106692947928
329.29793400018696,Private room,4,TRUE,9,95,1.5145215148352922
83.66831822006169,Private room,2,TRUE,10,98,10.624416185055736
165.70066373749648,Private room,2,FALSE,10,98,4.670750943263645
144.90043937552585,Private room,3,FALSE,10,100,6.884111204813819
329.29793400018696,Private room,4,TRUE,10,97,1.652342175371737
491.7266523324296,Entire home/apt,6,FALSE,8,92,6.442952024794549
266.4298401420959,Private room,2,TRUE,10,97,5.927925244155076
133.21492007104794,Private room,3,FALSE,9,93,6.882522190136546
249.36898195755816,Private room,2,FALSE,9,92,3.4008395487197505
212.2090305693185,Entire home/apt,2,FALSE,10,92,1.1938206202273796
162.42871833224268,Private room,2,FALSE,9,99,2.904019879354039
530.9899971954753,Entire home/apt,2,FALSE,10,96,4.268192172941591
146.30270169206318,Private room,2,FALSE,9,97,8.111634953581616
171.77713377582498,Private room,2,TRUE,10,97,2.010282132247583
415.06964569505465,Entire home/apt,6,TRUE,10,96,3.867274890052156
150.74319902776477,Private room,2,FALSE,9,90,3.086966678453923
183.69636346639243,Private room,3,FALSE,9,85,2.871196722498285
197.2515658595868,Private room,2,TRUE,9,97,3.3273020208874047
153.54772366083947,Private room,3,FALSE,9,93,2.8915447948575563
150.74319902776477,Private room,2,FALSE,8,93,3.923471161541732
150.74319902776477,Private room,2,TRUE,10,97,3.410847938368384
249.36898195755816,Private room,2,TRUE,10,100,1.9096272173013291
162.42871833224268,Private room,2,FALSE,10,95,6.445392644224556
231.84070300084133,Private room,2,FALSE,9,94,3.2877753559954663
229.73730952603532,Private room,2,FALSE,10,100,7.346886645555331
299.14929419463397,Private room,3,FALSE,10,100,7.30198762306894
208.7033747779751,Entire home/apt,4,FALSE,9,93,4.14555860581772
129.94297466579414,Private room,2,FALSE,9,92,3.4231828144155667
291.203141067589,Entire home/apt,2,FALSE,9,92,7.719324868935147
388.4266616808451,Entire home/apt,5,FALSE,9,89,8.792120163036707
220.388894082453,Private room,2,FALSE,10,95,3.2991371678462618
134.6171823875853,Private room,2,FALSE,10,96,4.772192110683594
376.9748527624567,Entire home/apt,2,FALSE,10,93,10.617237426912585
197.2515658595868,Private room,2,TRUE,10,99,2.432829262708114
179.72328690286994,Private room,4,FALSE,9,92,3.107180170128428
301.48639805552955,Entire home/apt,2,TRUE,9,96,1.1251670924630086
122.9316630831074,Private room,2,FALSE,10,100,6.920480743163298
157.52080022436195,Private room,2,FALSE,8,96,3.8335463519445354
554.3610358044311,Entire home/apt,4,FALSE,9,91,4.2972798942483665
670.2813873048518,Entire home/apt,5,FALSE,10,96,4.173875320734258
347.99476488735155,Private room,2,TRUE,10,97,4.041275030617758
254.97803122370755,Entire home/apt,2,FALSE,10,100,1.6575938244662078
136.7205758623913,Private room,2,TRUE,9,96,4.031502593137131
389.5952136112929,Private room,2,FALSE,10,100,2.9764004794956582
151.91175095821256,Private room,3,TRUE,10,98,3.8967493843312417
278.34906983266336,Entire home/apt,2,TRUE,10,95,8.451991066168473
178.78844535851172,Entire home/apt,2,TRUE,10,95,4.632076373218529
115.92035150042068,Private room,2,FALSE,8,86,11.302136023810611
128.54071234925678,Private room,5,FALSE,9,92,3.907215494615055
154.01514443301858,Entire home/apt,2,FALSE,7,88,5.141656881308576
171.77713377582498,Private room,3,FALSE,9,98,10.525099381093682
249.36898195755816,Private room,2,FALSE,10,93,2.581391623128225
113.81695802561464,Private room,2,FALSE,10,100,10.590895072908577
382.58390202860613,Entire home/apt,4,FALSE,8,85,3.7936636262275494
102.13143872113676,Private room,2,TRUE,10,98,5.799444753106183
347.761054501262,Entire home/apt,2,FALSE,9,87,8.754093154247927
1449.4718145274376,Entire home/apt,2,FALSE,9,97,2.1106204953071437
231.84070300084133,Private room,2,FALSE,10,96,4.768697128787085
158.22193138263063,Private room,2,FALSE,10,91,6.906125773491582
224.12826025988593,Private room,2,FALSE,10,100,6.852185228764474
188.136860802094,Private room,2,FALSE,8,80,6.925986978768607
115.92035150042068,Private room,4,FALSE,9,100,3.5227119983637425
318.78096662615684,Entire home/apt,6,FALSE,8,81,3.4414897221613256
165.70066373749648,Private room,2,FALSE,10,96,2.9205623420489695
90.44591941665888,Private room,2,FALSE,10,100,4.609482037433923
199.58866972048236,Entire home/apt,2,TRUE,10,96,2.1521787880182655
202.86061512573616,Private room,4,FALSE,9,93,6.678564270047314
125.03505655791342,Private room,2,TRUE,10,99,5.065828872775895
135.55202393194352,Private room,2,FALSE,9,93,11.368580716686608
178.08731420024304,Private room,2,FALSE,8,76,5.845823335096804
148.4060951668692,Private room,2,FALSE,10,99,1.5449592686156954
111.24614377862952,Private room,2,FALSE,10,97,3.5661887476627543
182.99523230812375,Private room,2,FALSE,10,100,4.182702252198062
434.9350285126671,Entire home/apt,2,TRUE,10,100,1.5130739645268367
183.22894269421332,Private room,2,FALSE,9,93,2.494607995532497
133.21492007104794,Shared room,4,FALSE,9,92,2.4946302568399292
505.5155651117135,Entire home/apt,3,TRUE,10,99,5.339841144944367
219.2203421520052,Entire home/apt,2,TRUE,10,99,3.2300504842404245
191.40880620734785,Entire home/apt,2,FALSE,9,87,1.6128786363116878
143.73188744507806,Private room,3,FALSE,9,93,7.290452955037691
587.7816210152379,Entire home/apt,5,FALSE,9,87,8.855574667602584
564.8780031784612,Entire home/apt,5,FALSE,9,85,8.923916461320362
208.7033747779751,Entire home/apt,3,FALSE,10,95,8.792241475938198
153.08030288866036,Private room,3,FALSE,9,88,3.642324158640376
136.7205758623913,Private room,2,TRUE,10,98,4.859158667512741
93.95157520800224,Private room,2,FALSE,7,83,7.028826373454529
425.5866130690848,Entire home/apt,4,FALSE,9,88,8.864769914768862
98.6257829297934,Private room,2,FALSE,10,96,7.258220033284513
